Departamento,Municipio,Zona,Centro,Acta,PARTIDO DEMOCRATA CRISTIANO DE HONDURAS,PARTIDO INNOVACION Y UNIDAD SOCIAL DEMOCRATA,PARTIDO LIBERAL DE HONDURAS,PARTIDO LIBERTAD Y REFUNDACION,PARTIDO NACIONAL DE HONDURAS,PDF Link
ATLANTIDA,LA CEIBA,01,001_BO. LA ISLA - CENTRO EVANGELICO BETHEL,10,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10.pdf
ATLANTIDA,LA CEIBA,01,001_BO. LA ISLA - CENTRO EVANGELICO BETHEL,15,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/15.pdf
ATLANTIDA,LA CEIBA,01,001_BO. LA ISLA - CENTRO EVANGELICO BETHEL,9,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/9.pdf
ATLANTIDA,LA CEIBA,01,026_COL. LAS MERCEDES - ESC. MARCO ANTONIO PONCE,102,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/102.pdf
ATLANTIDA,LA CEIBA,01,028_COL. SUYAPA - CEB RAFAEL  PINEDA PONCE,108,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/108.pdf
ATLANTIDA,LA CEIBA,01,028_COL. SUYAPA - CEB RAFAEL  PINEDA PONCE,117,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/117.pdf
ATLANTIDA,LA CEIBA,01,031_BO. SIERRA PINA - ESC. LEMPIRA,144,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/144.pdf
ATLANTIDA,LA CEIBA,01,035_COL. CASA BLANCA - CEB. EVA BERTOT DE MAZIER,177,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/177.pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,192,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/192.pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,193,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/193.pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,195,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/195.pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,198,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/198.pdf
ATLANTIDA,LA CEIBA,01,040_COL. MELGAR CASTRO No. 2 - ESC. POLICARPO PAZ GARCIA,205,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/205.pdf
ATLANTIDA,LA CEIBA,01,040_COL. MELGAR CASTRO No. 2 - ESC. POLICARPO PAZ GARCIA,206,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/206.pdf
ATLANTIDA,LA CEIBA,01,042_COL. EL DANTO - ESC. JOSE TRINIDAD REYES,216,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/216.pdf
ATLANTIDA,LA CEIBA,01,042_COL. EL DANTO - ESC. JOSE TRINIDAD REYES,222,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/222.pdf
ATLANTIDA,LA CEIBA,01,042_COL. EL DANTO - ESC. JOSE TRINIDAD REYES,224,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/224.pdf
ATLANTIDA,LA CEIBA,01,045_COL. BRISAS DEL NORTE - ESC. JESUS AGUILAR PAZ,230,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/230.pdf
ATLANTIDA,LA CEIBA,01,045_COL. BRISAS DEL NORTE - ESC. JESUS AGUILAR PAZ,232,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/232.pdf
ATLANTIDA,LA CEIBA,01,046_COL. CLUB DE LEONES - ESC. RAFAEL BARDALES BUESO,237,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/237.pdf
ATLANTIDA,LA CEIBA,01,048_COL. PRIMERO DE MAYO - CEB. ENRIQUE ORTEZ PINEL,247,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/247.pdf
ATLANTIDA,LA CEIBA,01,048_COL. PRIMERO DE MAYO - CEB. ENRIQUE ORTEZ PINEL,248,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/248.pdf
ATLANTIDA,LA CEIBA,01,053_COL. EL CONFITE - CEB JOSE VALENTIN VASQUEZ,252,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/252.pdf
ATLANTIDA,LA CEIBA,01,053_COL. EL CONFITE - CEB JOSE VALENTIN VASQUEZ,256,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/256.pdf
ATLANTIDA,LA CEIBA,01,054_BONITILLO - CEB. MIGUEL PAZ BARAHONA,264,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/264.pdf
ATLANTIDA,LA CEIBA,01,054_BONITILLO - CEB. MIGUEL PAZ BARAHONA,268,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/268.pdf
ATLANTIDA,LA CEIBA,01,055_COL. IRIAS NAVAS - INST. MARCIO RENE ESPINAL,275,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/275.pdf
ATLANTIDA,LA CEIBA,01,062_COL. LAS DELICIAS I - ESC. REPUBLICA DE ALEMANIA #1,304,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/304.pdf
ATLANTIDA,LA CEIBA,01,062_COL. LAS DELICIAS I - ESC. REPUBLICA DE ALEMANIA #1,305,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/305.pdf
ATLANTIDA,LA CEIBA,01,063_COL. LOMAS DE PALMIRA - ESC. MARGIE DIP,306,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/306.pdf
ATLANTIDA,LA CEIBA,01,011_COL. LOS MAESTROS O 17 DE SEPTIEMBRE - LOCAL COLEGIO DE ABOGADOS,36,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/36.pdf
ATLANTIDA,LA CEIBA,01,011_COL. LOS MAESTROS O 17 DE SEPTIEMBRE - LOCAL COLEGIO DE ABOGADOS,37,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/37.pdf
ATLANTIDA,LA CEIBA,01,016_COL. MIRAMAR - ESC. RAFAELA H. RODRIGUEZ,46,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/46.pdf
ATLANTIDA,LA CEIBA,01,016_COL. MIRAMAR - ESC. RAFAELA H. RODRIGUEZ,57,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/57.pdf
ATLANTIDA,LA CEIBA,01,023_BO. BELLA VISTA - CEB JOSE CECIIO DEL VALLE,86,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/86.pdf
ATLANTIDA,LA CEIBA,02,003_COROZAL - ESC. RAMON ROSA,315,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/315.pdf
ATLANTIDA,LA CEIBA,02,003_COROZAL - ESC. RAMON ROSA,317,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/317.pdf
ATLANTIDA,LA CEIBA,02,003_COROZAL - ESC. RAMON ROSA,322,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/322.pdf
ATLANTIDA,LA CEIBA,02,004_SATUYE - ESC. CARLOS HARTLING,325,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/325.pdf
ATLANTIDA,LA CEIBA,02,005_EL PERU - ESC. JUAN LINDO,332,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/332.pdf
ATLANTIDA,LA CEIBA,02,011_EL BUFALO - ESC. JUSTO RUFINO SPILBURY,349,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/349.pdf
ATLANTIDA,LA CEIBA,02,011_EL BUFALO - ESC. JUSTO RUFINO SPILBURY,353,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/353.pdf
ATLANTIDA,EL PORVENIR,02,001_EL PORVENIR - ESC. JUAN RAMON MOLINA,371,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/371.pdf
ATLANTIDA,EL PORVENIR,02,001_EL PORVENIR - ESC. JUAN RAMON MOLINA,372,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/372.pdf
ATLANTIDA,EL PORVENIR,02,004_EL PINO - ESC. FRANCISCO MORAZAN,381,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/381.pdf
ATLANTIDA,EL PORVENIR,02,005_LA UNION - ESC. FRANCISCO MORAZAN,397,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/397.pdf
ATLANTIDA,EL PORVENIR,02,005_LA UNION - ESC. FRANCISCO MORAZAN,400,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/400.pdf
ATLANTIDA,EL PORVENIR,02,006_MONTE POBRE - ESC. JUAN LINDO,401,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/401.pdf
ATLANTIDA,EL PORVENIR,02,007_EL GANCHO - ESC. MARGIE DE DIPP,404,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/404.pdf
ATLANTIDA,EL PORVENIR,02,011_LA CURVA - ESC. AUGUSTIN GONZALES TRIMINIO,411,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/411.pdf
ATLANTIDA,EL PORVENIR,02,012_OROTINA - ESC. FRANCISCO MORAZAN,412,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/412.pdf
ATLANTIDA,ESPARTA,02,006_CEIBITA WAY - CEB RAMON ROSA,423,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/423.pdf
ATLANTIDA,ESPARTA,02,009_LA LIBERTAD - CEB RAFAEL BARDALES BUESO,429,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/429.pdf
ATLANTIDA,ESPARTA,02,018_EL JAZMIN - CEB 2DO DOMINGO DE MAYO,449,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/449.pdf
ATLANTIDA,ESPARTA,02,018_EL JAZMIN - CEB 2DO DOMINGO DE MAYO,450,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/450.pdf
ATLANTIDA,ESPARTA,02,023_PIEDRAS DE AFILAR - ESC. MARCO AURELIO SOTO,457,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/457.pdf
ATLANTIDA,JUTIAPA,02,012_PIEDRAS AMARILLAS - CEB JOSE TRINIDAD REYES,492,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/492.pdf
ATLANTIDA,JUTIAPA,02,031_LA BOMBA - CEB MARCO ANTONIO PONCE,525,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/525.pdf
ATLANTIDA,JUTIAPA,02,037_DANTO  # 3 - ESC. DONALDO ROBERTO REYES,536,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/536.pdf
ATLANTIDA,LA MASICA,01,001_BO. NUEVO - INST. GONZALO G. RODRIGUEZ,544,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/544.pdf
ATLANTIDA,LA MASICA,02,008_EL ZAPOTE - ESC. SALVADOR HUMBERTO GUEVARA,592,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/592.pdf
ATLANTIDA,LA MASICA,02,011_TRIPOLI - CEB RAFAEL HELIODORO VALLE,599,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/599.pdf
ATLANTIDA,LA MASICA,02,013_EL ORO - ESC. FRANCISCO MORAZAN,609,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/609.pdf
ATLANTIDA,LA MASICA,02,016_MONTENEGRO - CEB POLICARPO BONILLA,614,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/614.pdf
ATLANTIDA,SAN FRANCISCO,02,003_SALADITO - ESC. JOSE TRINIDAD REYES,631,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/631.pdf
ATLANTIDA,SAN FRANCISCO,02,004_SANTA ANA - ESC. FRANCISCO MORAZAN,641,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/641.pdf
ATLANTIDA,SAN FRANCISCO,02,005_LA FRUTERA - CEB ESTEBAN GUARDIOLA ,647,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/647.pdf
ATLANTIDA,TELA,01,005_BO. EL PARAISO - ESC. POLICARPO BONILLA,663,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/663.pdf
ATLANTIDA,TELA,01,009_BO. EL RETIRO - ESC. MARIA A. PAZ DE PRIC,678,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/678.pdf
ATLANTIDA,TELA,01,009_BO. EL RETIRO - ESC. MARIA A. PAZ DE PRIC,679,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/679.pdf
ATLANTIDA,TELA,01,010_BO. LEMPIRA - ESC. LEMPIRA,685,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/685.pdf
ATLANTIDA,TELA,01,010_BO. LEMPIRA - ESC. LEMPIRA,686,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/686.pdf
ATLANTIDA,TELA,01,011_BO. MORAZAN - JARDIN DE NIÑOS MARIA C. DE TORRES,693,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/693.pdf
ATLANTIDA,TELA,01,012_BO. SAN JOSE - CEB. ANTONIO JOSE COELLO,701,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/701.pdf
ATLANTIDA,TELA,01,012_BO. SAN JOSE - CEB. ANTONIO JOSE COELLO,704,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/704.pdf
ATLANTIDA,TELA,01,016_BO. HILAND CREEK - ESC. JOHN F. KENNEDY,708,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/708.pdf
ATLANTIDA,TELA,01,021_COL. CUATRO DE ENERO - CEB. ZENOBIA RODAS DE LEON GOMEZ,722,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/722.pdf
ATLANTIDA,TELA,01,022_CAMPO ELVIR - ESC. EUGENIA MADRID,726,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/726.pdf
ATLANTIDA,TELA,01,024_PIEDRAS GORDAS - ESC. FERNANDO MARTINEZ,732,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/732.pdf
ATLANTIDA,TELA,02,003_BUENOS AIRES No. 1 - ESC. JOSE TRINIDAD REYES,736,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/736.pdf
ATLANTIDA,TELA,02,003_BUENOS AIRES No. 1 - ESC. JOSE TRINIDAD REYES,738,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/738.pdf
ATLANTIDA,TELA,02,005_COL. LOS LAURELES - ESC. ADRIANA DE VALERIO,741,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/741.pdf
ATLANTIDA,TELA,02,009_EL CEDRO - ESC. FRANCISCO MORAZAN,746,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/746.pdf
ATLANTIDA,TELA,02,010_EL DESVIO DEL ZAPOTE MOJIMAN - ESC. PABLO AYES,750,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/750.pdf
ATLANTIDA,TELA,02,011_EL DORADO - ESC. LA TRINIDAD,751,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/751.pdf
ATLANTIDA,TELA,02,012_EL GUANO - ESC. PABLO ZELAYA SIERRA,752,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/752.pdf
ATLANTIDA,TELA,02,017_KILOMETRO TRECE - ESC. AUGUSTO C. COELLO,765,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/765.pdf
ATLANTIDA,TELA,02,017_KILOMETRO TRECE - ESC. AUGUSTO C. COELLO,767,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/767.pdf
ATLANTIDA,TELA,02,019_LA ESPERANZA - ESC. MANUEL BONILLA,773,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/773.pdf
ATLANTIDA,TELA,02,020_LA FORTUNA - ESC. ROMULO E. DURON,775,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/775.pdf
ATLANTIDA,TELA,02,024_LAS DELICIAS - ESC. NATIVIDAD MENDOZA,782,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/782.pdf
ATLANTIDA,TELA,02,030_MEZAPA O SANTA ROSA DEL NORTE - ESC. JUAN RAMON MOLINA,806,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/806.pdf
ATLANTIDA,TELA,02,036_PROCON - ESC. LA INSTRUCCION,822,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/822.pdf
ATLANTIDA,TELA,02,036_PROCON - ESC. LA INSTRUCCION,823,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/823.pdf
ATLANTIDA,TELA,02,039_SAN ALEJO - CEB. SAN ALEJO,830,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/830.pdf
ATLANTIDA,TELA,02,046_ZOILABE - ESC. LADISLAO ENAMORADO,853,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/853.pdf
ATLANTIDA,TELA,02,057_AGUA BLANCA - ESC. JOSE TRINIDAD CABAÑAS,868,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/868.pdf
ATLANTIDA,TELA,02,058_LOS COCOS - ESC. 18 DE NOVIEMBRE,869,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/869.pdf
ATLANTIDA,ARIZONA,02,004_JILAMITO NUEVO - ESC. IBRAHIM GAMERO,900,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/900.pdf
ATLANTIDA,ARIZONA,02,004_JILAMITO NUEVO - ESC. IBRAHIM GAMERO,901,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/901.pdf
ATLANTIDA,ARIZONA,02,005_MEZAPA - ESC. ALFONSO GUILLEN ZELAYA,902,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/902.pdf
ATLANTIDA,ARIZONA,02,006_MEZAPITA - CEB RAFAEL HELIODORO VALLE,905,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/905.pdf
ATLANTIDA,ARIZONA,02,006_MEZAPITA - CEB RAFAEL HELIODORO VALLE,907,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/907.pdf
ATLANTIDA,ARIZONA,02,006_MEZAPITA - CEB RAFAEL HELIODORO VALLE,908,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/908.pdf
ATLANTIDA,ARIZONA,02,009_SAN FRANCISCO DE SACO - CEB JOSE TRINIDAD REYES ,916,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/916.pdf
ATLANTIDA,ARIZONA,02,011_SUYAPA DE LEAN O MATARAS - CEB LUIS LANDA,922,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/922.pdf
ATLANTIDA,ARIZONA,02,014_LA LEONA O KILOMETRO DOCE - ESC. 14 DE JULIO,927,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/927.pdf
ATLANTIDA,ARIZONA,02,019_EL COCO - ESC. EUGENIO MATUTE CANIZALES,934,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/934.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,216_COL. EL HATILLO - ESC. MIXTA SOTERO BARAHONA,10000,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10000.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,216_COL. EL HATILLO - ESC. MIXTA SOTERO BARAHONA,10002,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10002.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,216_COL. EL HATILLO - ESC. MIXTA SOTERO BARAHONA,9996,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/9996.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,228_COL. BOLIVAR - JARDIN DE NIÑOS 10 DE SEPTIEMBRE,10012,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10012.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,228_COL. BOLIVAR - JARDIN DE NIÑOS 10 DE SEPTIEMBRE,10013,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10013.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,232_BO. EL RINCON - ESC. REPUBLICA DE VENEZUELA,10014,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10014.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,233_COL. MODESTO RODAS ALVARADO II - ESC.  FUERZAS ARMADAS,10025,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10025.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,234_COL. MODESTO RODAS ALVARADO - JARDIN DE NIÑOS MARCELINO PINEDA LOPEZ,10026,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10026.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10027,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10027.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10028,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10028.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10029,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10029.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10030,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10030.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10031,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10031.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10035,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10035.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10036,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10036.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10038,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10038.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10041,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10041.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,10044,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10044.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10051,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10051.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10053,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10053.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10055,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10055.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10056,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10056.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10057,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10057.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10062,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10062.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,10064,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10064.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,248_COL. ALAMEDA - CEB. REPUBLICA DE HONDURAS,10065,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10065.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,249_COL. TEPEYAC - OFICINA CENTRAL DEL I.N.A.,10069,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10069.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,256_COL. LARA - NASHVILLE SCHOOL TEGUCIGALPA,10095,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10095.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,257_COL. FRATERNIDAD - ESC. LA FRATERNIDAD,10098,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10098.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,257_COL. FRATERNIDAD - ESC. LA FRATERNIDAD,10099,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10099.pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,264_BO. MORAZAN - ESC. RAMON ROSA,10110,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/10110.pdf
