Departamento,Municipio,Zona,Centro,Acta,Inconsistencias,DC,LIBRE,PINU,PLH,PNH,PDF Link
FRANCISCO MORAZAN,VILLA SAN FRANCISCO,01,002_BO. EL CENTRO - ESC. MIGUEL PAZ BARAHONA,12540,1,1,55,4,73,78,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12540.pdf
FRANCISCO MORAZAN,VILLA SAN FRANCISCO,01,002_BO. EL CENTRO - ESC. MIGUEL PAZ BARAHONA,12544,1,1,46,1,86,97,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12544.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,002_SAN JOSE DE LA MORA - ESC. DIONISIO DE HERRERA,12561,1,0,41,0,68,113,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12561.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,003_TRINIDAD DE QUEBRADAS - CEB MANUEL DE JESÚS SUBIRANA,12565,1,0,59,0,53,93,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12565.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,005_EL AGUACATAL - ESC. JOSE TRINIDAD CABAÑAS,12568,1,1,97,2,54,87,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12568.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,006_TIERRA BLANCA - INST. INDEPENDENCIA,12569,1,1,84,1,61,91,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12569.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,007_SAN CRISTOBAL DEL INFIERNITO - ESC. 19 DE JUNIO,12570,1,2,45,0,56,75,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12570.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,007_SAN CRISTOBAL DEL INFIERNITO - ESC. 19 DE JUNIO,12571,1,0,31,0,45,96,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12571.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,008_TULIAPITA - CENTRO COMUNAL- TULIAPITA,12572,1,1,83,1,60,90,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12572.pdf
FRANCISCO MORAZAN,VALLECILLOS,02,008_TULIAPITA - CENTRO COMUNAL- TULIAPITA,12573,1,2,56,3,50,103,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12573.pdf
COLON,TRUJILLO,02,016_PUERTO CASTILLA - CEB 14 DE AGOSTO,1007,1,0,26,1,39,86,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1007.pdf
COLON,TRUJILLO,02,017_TARROS - ESC. LUZ Y ESPERANZA,1009,1,0,52,1,74,47,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1009.pdf
COLON,TRUJILLO,02,018_LOS LEONES - CEB EL DESPERTAR,1013,1,0,64,0,57,84,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1013.pdf
COLON,TRUJILLO,02,019_HONDURAS AGUAN - ESC. LIDIA HANDAL,1020,1,0,37,3,82,59,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1020.pdf
COLON,TRUJILLO,02,021_COL. AGUAN - ESC. 14 DE JULIO,1024,1,1,80,1,71,96,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1024.pdf
COLON,TRUJILLO,02,025_LAS PILAS - ESC. MANUEL DE JESUS SUBIRANA,1029,1,0,34,5,54,29,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1029.pdf
COLON,TRUJILLO,02,031_AGUA AMARILLA - ESC. LUZ INFANTIL,1037,1,0,38,1,70,86,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1037.pdf
COLON,TRUJILLO,02,036_EL TESORITO - ESC. 24 DE MAYO,1047,1,0,36,0,82,89,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1047.pdf
COLON,TRUJILLO,02,037_SANTA ELENA I-II - ESC. SANTA ELENA,1049,1,0,32,0,42,50,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1049.pdf
COLON,TRUJILLO,02,041_COMUNIDAD GUADALUPE CARNEY - CEB. JAIRO AYALA,1058,1,2,106,2,52,16,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1058.pdf
COLON,TRUJILLO,02,002_CHAPAGUA - ESC. ESTEBAN GUARDIOLA,969,1,0,21,1,43,46,https://storage.googleapis.com/actas_elecciones_hn2025/actas/969.pdf
COLON,TRUJILLO,02,010_NUEVA MASICALES - ESC. PRESENTACION CENTENO,987,1,1,30,1,81,66,https://storage.googleapis.com/actas_elecciones_hn2025/actas/987.pdf
COLON,TRUJILLO,01,002_BO. CRISTALES - ESC. SOCORRO SOREL,945,1,0,56,2,39,39,https://storage.googleapis.com/actas_elecciones_hn2025/actas/945.pdf
COLON,TRUJILLO,01,002_BO. CRISTALES - ESC. SOCORRO SOREL,946,1,1,52,2,51,44,https://storage.googleapis.com/actas_elecciones_hn2025/actas/946.pdf
COLON,TRUJILLO,01,005_BO. RIO NEGRO - JARDIN DE NIÑOS REPUBLICA DE VENEZUELA,956,1,0,33,1,65,40,https://storage.googleapis.com/actas_elecciones_hn2025/actas/956.pdf
COLON,BALFATE,02,001_BALFATE - ESC. MINERVA,1070,0,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1070.pdf
COLON,BALFATE,02,007_LUCINDA - CEB. CULTURA,1086,1,0,44,0,47,73,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1086.pdf
COLON,BALFATE,02,012_RIO COCO - CEB ATENEA,1093,1,0,57,0,67,90,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1093.pdf
COLON,BALFATE,02,015_LAS CRUCITAS - ESC. PLATON,1098,1,0,47,0,40,57,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1098.pdf
COLON,IRIONA,02,001_CUSUNA - CEB RODOLFO ROJAS ,1100,1,0,49,1,27,31,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1100.pdf
COLON,IRIONA,02,001_CUSUNA - CEB RODOLFO ROJAS ,1101,1,1,53,2,34,29,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1101.pdf
COLON,IRIONA,02,003_PAYA - CEB RAUL MUNGUIA SIERRA,1108,1,0,13,0,66,76,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1108.pdf
COLON,IRIONA,02,003_PAYA - CEB RAUL MUNGUIA SIERRA,1109,1,0,5,0,61,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1109.pdf
COLON,IRIONA,02,008_PUNTA DE PIEDRA - CEB JOSE CECILIO DEL VALLE ,1123,1,0,53,0,33,24,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1123.pdf
COLON,IRIONA,02,013_PLAYAS DE OCOTALES - ESC. ALFONSO LACAYO,1131,1,0,17,0,44,67,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1131.pdf
COLON,LIMON,02,001_LIMON - ESC. FRANCISCO MORAZAN,1137,1,1,54,1,35,66,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1137.pdf
COLON,LIMON,02,002_LA FORTUNA - ESC. 5 DE MARZO,1141,1,0,11,1,37,102,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1141.pdf
COLON,LIMON,02,003_FRANCIA - CEB JOSE CECILIO DEL VALLE ,1144,1,0,29,1,108,82,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1144.pdf
COLON,LIMON,02,006_LIMONCITO - ESC. 19 DE DICIEMBRE,1153,1,1,7,0,59,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1153.pdf
COLON,SABA,01,001_BO. EL COYOL - ESC. FRANCISCO MORAZAN,1170,1,0,49,0,93,54,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1170.pdf
COLON,SABA,01,001_BO. EL COYOL - ESC. FRANCISCO MORAZAN,1171,1,0,46,2,90,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1171.pdf
COLON,SABA,01,001_BO. EL COYOL - ESC. FRANCISCO MORAZAN,1176,1,0,35,1,91,62,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1176.pdf
COLON,SABA,01,001_BO. EL COYOL - ESC. FRANCISCO MORAZAN,1179,1,0,38,0,88,54,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1179.pdf
COLON,SABA,01,001_BO. EL COYOL - ESC. FRANCISCO MORAZAN,1182,1,1,38,2,82,62,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1182.pdf
COLON,SABA,01,001_BO. EL COYOL - ESC. FRANCISCO MORAZAN,1186,1,1,56,4,89,64,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1186.pdf
COLON,SABA,01,003_BO. LA CHOLOMEÑA - ESC. PUNTA  CAXINAS,1193,1,0,25,0,95,48,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1193.pdf
COLON,SABA,02,005_ELIXIR - ESC. CRISTOBAL COLON,1217,1,0,24,0,125,61,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1217.pdf
COLON,SABA,02,005_ELIXIR - ESC. CRISTOBAL COLON,1218,1,0,37,0,122,42,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1218.pdf
COLON,SABA,02,008_COL. EL ESFUERZO - ESC. FAUSTO CASTILLO,1225,1,0,14,0,68,39,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1225.pdf
COLON,SABA,02,010_PAGUALES - CEB VICTOR MANUEL ESTRADA,1231,1,0,48,1,89,28,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1231.pdf
COLON,SABA,02,013_LAS GOLONDRINAS - ESC. JOSE SANTOS GUARDIOLA,1232,1,0,34,0,94,72,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1232.pdf
COLON,SANTA FE,02,001_SANTA FE - ESC. DIONISIO DE HERRERA,1240,1,0,61,0,33,83,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1240.pdf
COLON,SANTA FE,02,002_GUADALUPE - ESC. LUIS BERNARDES SATUYE,1241,1,0,76,1,36,69,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1241.pdf
COLON,SANTA FE,02,004_SAN ANTONIO - ESC. JOSE CECILIO DEL VALLE,1244,1,0,56,4,17,39,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1244.pdf
COLON,SANTA FE,02,008_COL. SUYAPA - CEB. NUEVO AMANECER,1249,1,0,23,0,21,108,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1249.pdf
COLON,SANTA ROSA AGUAN,02,001_SANTA ROSA DE AGUAN - JARDIN DE NIÑOS ISABEL GUILLEN DE DIAZ,1252,1,0,50,0,19,80,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1252.pdf
COLON,SONAGUERA,02,001_SONAGUERA - INST. TECNICO OFICIAL 19 DE DICIEMBRE DE 1881,1265,1,0,54,2,66,63,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1265.pdf
COLON,SONAGUERA,02,001_SONAGUERA - INST. TECNICO OFICIAL 19 DE DICIEMBRE DE 1881,1273,1,0,48,3,72,51,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1273.pdf
COLON,SONAGUERA,02,001_SONAGUERA - INST. TECNICO OFICIAL 19 DE DICIEMBRE DE 1881,1282,1,1,49,0,70,65,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1282.pdf
COLON,SONAGUERA,02,014_LORELAY - CEB MIGUEL MORAZAN,1310,1,0,19,0,81,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1310.pdf
COLON,SONAGUERA,02,014_LORELAY - CEB MIGUEL MORAZAN,1311,1,0,17,2,90,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1311.pdf
COLON,SONAGUERA,02,019_PARMAS - CEB RAMON ROSA,1323,1,0,39,0,60,82,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1323.pdf
COLON,SONAGUERA,02,022_RIO DE PIEDRA - ESC. RURAL MIXTA MANUEL BONILLA,1335,1,0,58,0,19,108,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1335.pdf
COLON,SONAGUERA,02,025_TROVADOR - ESC. POLICARPO BONILLA,1341,1,0,34,2,63,24,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1341.pdf
COLON,SONAGUERA,02,026_ISLETA CENTRAL (SECTOR DE ISLETAS) - ESC. CRISTOBAL COLON,1342,1,0,39,0,79,91,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1342.pdf
COLON,SONAGUERA,02,026_ISLETA CENTRAL (SECTOR DE ISLETAS) - ESC. CRISTOBAL COLON,1343,1,1,37,0,67,99,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1343.pdf
COLON,SONAGUERA,02,026_ISLETA CENTRAL (SECTOR DE ISLETAS) - ESC. CRISTOBAL COLON,1349,1,0,34,1,72,88,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1349.pdf
COLON,SONAGUERA,02,029_LA CUBANA - ESC. REPUBLICA DE MEXICO,1351,1,0,22,1,14,99,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1351.pdf
COLON,SONAGUERA,02,031_UTILA - ESC. ALONSO BRITO,1353,1,0,39,0,107,55,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1353.pdf
COLON,SONAGUERA,02,033_FAUST - ESC. JOAQUIN REYES TEJEDA,1356,1,0,26,0,43,59,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1356.pdf
COLON,SONAGUERA,02,042_CUYULAPA - ESC. 12 DE OCTUBRE,1365,1,1,30,0,45,95,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1365.pdf
COLON,TOCOA,01,001_BO. ABAJO - INST. RAMON ROSA,1379,1,1,44,2,88,43,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1379.pdf
COLON,TOCOA,01,002_COL. SALOMON MARTINEZ - CEB ROTARIO,1386,1,1,21,0,94,52,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1386.pdf
COLON,TOCOA,01,004_BO. EL TAMARINDO - CEB ALBA NORA GUNERA DE MELGAR,1402,1,0,51,1,91,52,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1402.pdf
COLON,TOCOA,01,005_BO. MANGA SECA - CEB PABLO FREIRE,1413,1,0,45,1,87,43,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1413.pdf
COLON,TOCOA,01,005_BO. MANGA SECA - CEB PABLO FREIRE,1415,1,0,42,1,94,48,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1415.pdf
COLON,TOCOA,01,005_BO. MANGA SECA - CEB PABLO FREIRE,1418,1,0,54,1,98,44,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1418.pdf
COLON,TOCOA,01,007_BO. SAN ISIDRO - ESC. JOSE CECILIO DEL VALLE,1426,1,1,56,3,88,46,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1426.pdf
COLON,TOCOA,01,007_BO. SAN ISIDRO - ESC. JOSE CECILIO DEL VALLE,1427,1,0,55,1,86,47,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1427.pdf
COLON,TOCOA,01,009_COL. DIECIOCHO DE SEPTIEMBRE - ESC. FROYLAN TURCIOS,1436,1,0,35,4,95,51,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1436.pdf
COLON,TOCOA,01,010_COL. BAJO AGUAN - INST. FROYLAN TURCIOS,1446,1,0,37,1,85,40,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1446.pdf
COLON,TOCOA,02,002_LA CEIBITA - CEB TESORO INFANTIL,1473,1,0,23,1,94,47,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1473.pdf
COLON,TOCOA,02,005_CUACA VIEJA O CUACA ZONA - ESC. JOSE TRINIDAD CABAÑAS,1482,1,0,29,0,79,45,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1482.pdf
COLON,TOCOA,02,006_CHIRIPA - CEB FELIX SALGADO,1485,1,0,38,0,72,77,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1485.pdf
COLON,TOCOA,02,014_PRIETA - JN. FAUSTINO TORRES,1509,1,1,82,0,48,55,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1509.pdf
COLON,TOCOA,02,014_PRIETA - JN. FAUSTINO TORRES,1510,1,0,82,0,47,64,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1510.pdf
COLON,TOCOA,02,014_PRIETA - JN. FAUSTINO TORRES,1511,1,1,87,1,49,62,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1511.pdf
COLON,TOCOA,02,015_QUEBRADA DE ARENA - ESC. LEMPIRA,1516,1,0,46,1,98,79,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1516.pdf
COLON,TOCOA,02,017_TAUJICA - ESC. RAMON ROSA,1528,1,0,46,0,70,39,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1528.pdf
COLON,TOCOA,02,018_ZAMORA - ESC. JULIO PINEDA COELLO,1536,1,0,84,2,79,49,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1536.pdf
COLON,TOCOA,02,025_COOP. SALAMA O COL. SUYAPA - CEB. 14 DE AGOSTO,1552,1,0,56,2,81,31,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1552.pdf
COLON,BONITO ORIENTAL,02,001_BONITO ORIENTAL - INST. MANUEL DE JESUS SUBIRANA,1554,1,0,49,0,56,73,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1554.pdf
COLON,BONITO ORIENTAL,02,005_SAN JOSE DEL CINCO - ESC. MATILDE CORDOBA DE ZUASO,1571,1,0,29,0,90,78,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1571.pdf
COLON,BONITO ORIENTAL,02,006_EL CARBONAL - CEB ALEXIS ORDOÑEZ PADILLA,1577,1,0,28,0,52,94,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1577.pdf
COLON,BONITO ORIENTAL,02,012_VISTA HERMOSA - ESC. MIRIAN GALLARDO,1596,1,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1596.pdf
COLON,BONITO ORIENTAL,02,013_LA SALTOSA - ESC. RAMON LOBO SOSA,1599,1,0,34,0,38,98,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1599.pdf
COLON,BONITO ORIENTAL,02,018_LAS PALMAS - ESC. RIGOBERTO ERAZO MARTINEZ,1612,1,0,22,0,13,80,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1612.pdf
COLON,BONITO ORIENTAL,02,026_BRISAS ORIENTALES - ESC. FLORINDA GALO,1621,1,0,36,0,61,88,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1621.pdf
COLON,BONITO ORIENTAL,02,026_BRISAS ORIENTALES - ESC. FLORINDA GALO,1622,1,0,0,0,0,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1622.pdf
COLON,BONITO ORIENTAL,02,026_BRISAS ORIENTALES - ESC. FLORINDA GALO,1623,1,0,28,0,62,83,https://storage.googleapis.com/actas_elecciones_hn2025/actas/1623.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,001_PUERTO LEMPIRA - ESC. RAMON ROSA,12585,1,1,71,0,52,54,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12585.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,001_PUERTO LEMPIRA - ESC. RAMON ROSA,12591,1,0,49,0,58,68,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12591.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,001_PUERTO LEMPIRA - ESC. RAMON ROSA,12594,1,2,64,0,45,66,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12594.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,002_AUKA - ESC. 21 DE OCTUBRE,12603,1,4,68,1,57,92,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12603.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,004_KRATA - ESC. CRISTOBAL COLON,12609,1,0,39,2,94,78,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12609.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,004_KRATA - ESC. CRISTOBAL COLON,12611,1,0,35,0,109,72,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12611.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,005_LAKA TABILA - ESC. 14 DE JULIO,12612,1,2,109,2,86,41,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12612.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,005_LAKA TABILA - ESC. 14 DE JULIO,12613,1,1,105,0,84,34,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12613.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,007_PALKAKA - ESC. JUAN LINDO,12618,1,0,73,2,73,87,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12618.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,007_PALKAKA - ESC. JUAN LINDO,12619,1,0,28,1,81,106,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12619.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,010_SUJI - ESC. ALFONSO XIII,12626,1,0,82,0,47,31,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12626.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,011_TIKIRAYA - ESC. LIDIA WILLIAMS DE ARIAS,12627,1,1,70,1,73,32,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12627.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,012_UJI - ESC. JOSE TRINIDAD CABAÑAS,12632,1,1,45,1,103,49,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12632.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,014_TIPILALMA - ESC. JOSE TRINIDAD CABAÑAS,12636,1,3,66,0,27,35,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12636.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,017_YAMANTA - ESC. GABRIELA MISTRAL,12643,1,0,137,2,30,70,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12643.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,018_TANSIN (TASBARRAYA) - ESC. LA FRATERNIDAD,12645,1,1,85,1,53,94,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12645.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,018_TANSIN (TASBARRAYA) - ESC. LA FRATERNIDAD,12646,1,1,71,0,57,92,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12646.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,020_KURI - ESC. RAMON CALIX URTECHO,12647,1,3,63,1,53,64,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12647.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,021_YAHURABILA - ESC. FIAT LUX,12650,1,3,36,0,50,110,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12650.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,026_KANKO - ESC. POMPILIO ORTEGA,12656,1,0,50,0,58,54,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12656.pdf
GRACIAS A DIOS,PUERTO LEMPIRA,02,029_UJUMBILA - CEB RAFAEL PINEDA PONCE,12660,1,20,0,135,35,0,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12660.pdf
GRACIAS A DIOS,BRUS LAGUNA,02,003_BELEN - ESC. CRISTOBAL COLON,12673,1,0,40,2,72,84,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12673.pdf
GRACIAS A DIOS,BRUS LAGUNA,02,005_LAS MARIAS - ESC. REPUBLICA DE COSTA RICA,12679,1,0,6,0,97,60,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12679.pdf
GRACIAS A DIOS,BRUS LAGUNA,02,008_TWITANTA - ESC. ROBERTO SUAZO CORDOVA,12684,1,0,13,1,29,107,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12684.pdf
GRACIAS A DIOS,AHUAS,02,001_AHUAS - ESC. VILLEDA MORALES,12686,1,0,59,0,98,71,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12686.pdf
GRACIAS A DIOS,AHUAS,02,004_WAWINA - ESC. JOSE TRINIDAD REYES,12698,1,0,77,0,61,89,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12698.pdf
GRACIAS A DIOS,VILLEDA MORALES,02,001_RAYA - CEB. REPUBLICA DE PERU,12720,1,0,59,1,75,32,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12720.pdf
GRACIAS A DIOS,VILLEDA MORALES,02,001_RAYA - CEB. REPUBLICA DE PERU,12721,1,1,69,1,94,17,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12721.pdf
GRACIAS A DIOS,VILLEDA MORALES,02,004_CRUTA O WALPATARA - ESC. DIONISIO DE HERRERA,12727,1,3,68,1,94,32,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12727.pdf
GRACIAS A DIOS,VILLEDA MORALES,02,007_MANGOTARA - ESC. REPUBLICA DE HONDURAS,12734,1,1,70,1,58,10,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12734.pdf
GRACIAS A DIOS,VILLEDA MORALES,02,008_PAKUI - ESC. SIMON BOLIVAR,12735,1,1,48,1,89,40,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12735.pdf
GRACIAS A DIOS,WAMPUSIRPI,02,002_KRAUSIRPI - ESC. MARCO AURELIO SOTO,12746,1,0,69,0,88,68,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12746.pdf
GRACIAS A DIOS,WAMPUSIRPI,02,002_KRAUSIRPI - ESC. MARCO AURELIO SOTO,12747,1,0,77,0,84,73,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12747.pdf
GRACIAS A DIOS,WAMPUSIRPI,02,003_TUKRUN - ESC. JOSE CECILIO DEL VALLE,12748,1,0,85,0,84,78,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12748.pdf
INTIBUCA,LA ESPERANZA,01,004_COL. ROSA MARIA - CENTRO UNIVERSITARIO REGIONAL LA ESPERANZA UPNFM,12765,1,0,46,1,72,93,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12765.pdf
INTIBUCA,LA ESPERANZA,01,006_BO. LA GRUTA - JARDIN DE NIÑOS ESPERANZANO,12771,1,0,37,4,66,119,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12771.pdf
INTIBUCA,LA ESPERANZA,01,008_BO. SANTA ANITA - ESC. RURAL MIXTA NUEVO AMANECER,12774,1,0,11,0,46,166,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12774.pdf
INTIBUCA,LA ESPERANZA,01,009_LEPATERIQUE - ESC. EL ESFUERZO,12776,1,0,8,0,23,108,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12776.pdf
INTIBUCA,CAMASCA,02,005_SAN JUAN DE DIOS - CEB LEMPIRA,12792,1,0,73,1,28,124,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12792.pdf
INTIBUCA,CAMASCA,02,014_EL ROSARIO - ESC. JUAN MANUEL GALVEZ,12802,1,1,50,0,39,112,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12802.pdf
INTIBUCA,COLOMONCAGUA,02,001_COLOMONCAGUA - ESC. MARIANO VASQUEZ,12805,1,0,71,0,41,95,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12805.pdf
INTIBUCA,COLOMONCAGUA,02,001_COLOMONCAGUA - ESC. MARIANO VASQUEZ,12806,1,0,87,0,31,83,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12806.pdf
INTIBUCA,COLOMONCAGUA,02,013_LAS FLORES - ESC. LEMPIRA,12831,1,0,46,0,23,148,https://storage.googleapis.com/actas_elecciones_hn2025/actas/12831.pdf
