Departamento,Municipio,Centro,Mesa#
LA PAZ,AGUANQUETERIQUE,001_AGUANTEQUERIQUE - ESC. JUAN RAMON MOLINA,13574
LA PAZ,AGUANQUETERIQUE,001_AGUANTEQUERIQUE - ESC. JUAN RAMON MOLINA,13575
LA PAZ,AGUANQUETERIQUE,001_AGUANTEQUERIQUE - ESC. JUAN RAMON MOLINA,13576
LA PAZ,AGUANQUETERIQUE,001_AGUANTEQUERIQUE - ESC. JUAN RAMON MOLINA,13577
LA PAZ,AGUANQUETERIQUE,003_BARRANCARAY - ESC. JOSE CECILIO DEL VALLE,13580
LA PAZ,AGUANQUETERIQUE,003_BARRANCARAY - ESC. JOSE CECILIO DEL VALLE,13581
LA PAZ,AGUANQUETERIQUE,007_EL TEJAR - ESC. RUBEN DARIO,13585
LA PAZ,AGUANQUETERIQUE,006_GUIRACARAY - ESC. ANA ROSA VENTURA,13583
LA PAZ,AGUANQUETERIQUE,006_GUIRACARAY - ESC. ANA ROSA VENTURA,13584
LA PAZ,AGUANQUETERIQUE,009_LA QUESERA - ESC. PATRIOTISMO,13588
LA PAZ,AGUANQUETERIQUE,002_LLANO DE CANDELARIA - ESC. HONDURAS,13578
LA PAZ,AGUANQUETERIQUE,002_LLANO DE CANDELARIA - ESC. HONDURAS,13579
LA PAZ,AGUANQUETERIQUE,005_PIE DE LA CUESTA - C. LA LLORONA - ESC. JUAN LINDO,13582
LA PAZ,AGUANQUETERIQUE,008_QUEBRADA HONDA - ESC. ESTEBAN GUARDIOLA,13586
LA PAZ,AGUANQUETERIQUE,008_QUEBRADA HONDA - ESC. ESTEBAN GUARDIOLA,13587
LA PAZ,CABAÑAS,002_AZACUALPA - CEB ASPIRACION LEMPIRA ,13591
LA PAZ,CABAÑAS,002_AZACUALPA - CEB ASPIRACION LEMPIRA ,13592
LA PAZ,CABAÑAS,002_AZACUALPA - CEB ASPIRACION LEMPIRA ,13593
LA PAZ,CABAÑAS,001_CABAÑAS - CEB MIGUEL PAZ BAHONA ,13589
LA PAZ,CABAÑAS,001_CABAÑAS - CEB MIGUEL PAZ BAHONA ,13590
LA PAZ,CABAÑAS,005_EL BAILADERO - CEB FRANCISCO MORAZAN,13595
LA PAZ,CABAÑAS,005_EL BAILADERO - CEB FRANCISCO MORAZAN,13596
LA PAZ,CABAÑAS,007_LAS MARIAS - ESC. RAMON VILLEDA MORALES,13597
LA PAZ,CABAÑAS,007_LAS MARIAS - ESC. RAMON VILLEDA MORALES,13598
LA PAZ,CABAÑAS,003_LOS PLANES - ESC. JOSE TRINIDAD REYES,13594
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13599
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13600
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13601
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13602
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13603
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13604
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13605
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13606
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13607
LA PAZ,CANE,001_CANE - CEB MANUEL FRANCISCO VELEZ,13608
LA PAZ,CHINACLA,008_ARENALES - ESC. PRIMERO DE JULIO,13623
LA PAZ,CHINACLA,001_CHINACLA - CEB FRANCISCO MORAZAN,13609
LA PAZ,CHINACLA,001_CHINACLA - CEB FRANCISCO MORAZAN,13610
LA PAZ,CHINACLA,001_CHINACLA - CEB FRANCISCO MORAZAN,13611
LA PAZ,CHINACLA,001_CHINACLA - CEB FRANCISCO MORAZAN,13612
LA PAZ,CHINACLA,007_DULCE NOMBRE - CEB. GENERAL JUAN RAMON PEÑA PAZ,13622
LA PAZ,CHINACLA,011_EL PACAYAL - ESC. RURAL MIXTA ANICETO GARCIA,13626
LA PAZ,CHINACLA,006_EL TRAPICHE - ESC. EL PROGRESO,13620
LA PAZ,CHINACLA,006_EL TRAPICHE - ESC. EL PROGRESO,13621
LA PAZ,CHINACLA,010_LA PIEDRONA - ESC. VICTORIO SANCHEZ CRUZ,13625
LA PAZ,CHINACLA,002_LAS PILAS - CEB JUAN RAMON MOLINA,13613
LA PAZ,CHINACLA,002_LAS PILAS - CEB JUAN RAMON MOLINA,13614
LA PAZ,CHINACLA,009_NUEVO PARAISO - ESC. 15 DE NOVIEMBRE,13624
LA PAZ,CHINACLA,003_PLANES DE MUYEN - ESC. ALVARO CONTRERAS,13615
LA PAZ,CHINACLA,005_SAN MARCOS DE LINDEROS - CEB LEMPIRA,13618
LA PAZ,CHINACLA,005_SAN MARCOS DE LINDEROS - CEB LEMPIRA,13619
LA PAZ,CHINACLA,004_TIERRA COLORADA - CEB DIONICIO DE HERRERA,13616
LA PAZ,CHINACLA,004_TIERRA COLORADA - CEB DIONICIO DE HERRERA,13617
LA PAZ,GUAJIQUIRO,018_ALTAMIRA - ESC. CARLOS SANCHEZ,13652
LA PAZ,GUAJIQUIRO,003_DOLORES - ESC. RAMON ROSA,13631
LA PAZ,GUAJIQUIRO,004_EL GUAPINOL - CEB REPUBLICA DE CHILE ,13632
LA PAZ,GUAJIQUIRO,002_EL PINAR - ESC. VICTORIO SANCHEZ,13629
LA PAZ,GUAJIQUIRO,002_EL PINAR - ESC. VICTORIO SANCHEZ,13630
LA PAZ,GUAJIQUIRO,005_GUAJIQUIRITO - ESC. MONTAÑAS AZULES,13633
LA PAZ,GUAJIQUIRO,001_GUAJIQUIRO - ESC. ESPIRITU LEMPIRA,13627
LA PAZ,GUAJIQUIRO,001_GUAJIQUIRO - ESC. ESPIRITU LEMPIRA,13628
LA PAZ,GUAJIQUIRO,006_INGRULA - CEB RAMON ROSA ,13634
LA PAZ,GUAJIQUIRO,011_LAS DELICIAS - CEB LA INDEPENDENCIA,13643
LA PAZ,GUAJIQUIRO,019_LAS VEGAS DEL PARAISO - ESC. NACIONES UNIDAS,13653
LA PAZ,GUAJIQUIRO,020_LINDERO - CEB. LEMPIRA,13654
LA PAZ,GUAJIQUIRO,021_MONTE GRANDE - ESC. ELIA PORTILLO B.,13655
LA PAZ,GUAJIQUIRO,016_PASGUARE - CEB RIGOBERTO LOPEZ R.,13649
LA PAZ,GUAJIQUIRO,016_PASGUARE - CEB RIGOBERTO LOPEZ R.,13650
LA PAZ,GUAJIQUIRO,007_SAN ANTONIO - ESC. FRANCISCO MORAZAN,13635
LA PAZ,GUAJIQUIRO,007_SAN ANTONIO - ESC. FRANCISCO MORAZAN,13636
LA PAZ,GUAJIQUIRO,008_SAN JOSE - CEB JUAN RAMON MOLINA,13637
LA PAZ,GUAJIQUIRO,008_SAN JOSE - CEB JUAN RAMON MOLINA,13638
LA PAZ,GUAJIQUIRO,009_SAN MARCOS - ESC. REPUBLICA DE HONDURAS,13639
LA PAZ,GUAJIQUIRO,009_SAN MARCOS - ESC. REPUBLICA DE HONDURAS,13640
LA PAZ,GUAJIQUIRO,010_SAN MATIAS O LAS JOYAS - CEB JOSE CECILIO DEL VALLE,13641
LA PAZ,GUAJIQUIRO,010_SAN MATIAS O LAS JOYAS - CEB JOSE CECILIO DEL VALLE,13642
LA PAZ,GUAJIQUIRO,012_SANTA ROSITA - CEB RAMON ROSA ,13644
LA PAZ,GUAJIQUIRO,012_SANTA ROSITA - CEB RAMON ROSA ,13645
LA PAZ,GUAJIQUIRO,012_SANTA ROSITA - CEB RAMON ROSA ,13646
LA PAZ,GUAJIQUIRO,012_SANTA ROSITA - CEB RAMON ROSA ,13647
LA PAZ,GUAJIQUIRO,022_TALANGUITA - ESC. JULIO CESAR LOPEZ,13656
LA PAZ,GUAJIQUIRO,017_TAMARA - ESC. ALICIA GOMEZ,13651
LA PAZ,GUAJIQUIRO,015_YUPE - ESC. ESPIRITU DE MORAZAN,13648
LA PAZ,LA PAZ,002_CONCEPCION DE SOLUTECA - INST. JOSE TRINIDAD REYES,13534
LA PAZ,LA PAZ,002_CONCEPCION DE SOLUTECA - INST. JOSE TRINIDAD REYES,13535
LA PAZ,LA PAZ,002_CONCEPCION DE SOLUTECA - INST. JOSE TRINIDAD REYES,13536
LA PAZ,LA PAZ,002_CONCEPCION DE SOLUTECA - INST. JOSE TRINIDAD REYES,13537
LA PAZ,LA PAZ,002_CONCEPCION DE SOLUTECA - INST. JOSE TRINIDAD REYES,13538
LA PAZ,LA PAZ,002_CONCEPCION DE SOLUTECA - INST. JOSE TRINIDAD REYES,13539
LA PAZ,LA PAZ,007_EL ASTILLERO - CEB JOSE TRINIDAD CABAÑAS,13548
LA PAZ,LA PAZ,007_EL ASTILLERO - CEB JOSE TRINIDAD CABAÑAS,13549
LA PAZ,LA PAZ,015_EL ENCINAL 1 - CEB. FRANCISCO MORAZAN,13572
LA PAZ,LA PAZ,015_EL ENCINAL 1 - CEB. FRANCISCO MORAZAN,13573
LA PAZ,LA PAZ,011_EL NARANJO - CEB. JUAN RAMÓN MOLINA,13562
LA PAZ,LA PAZ,011_EL NARANJO - CEB. JUAN RAMÓN MOLINA,13563
LA PAZ,LA PAZ,011_EL NARANJO - CEB. JUAN RAMÓN MOLINA,13564
LA PAZ,LA PAZ,014_LAS LIMAS - ESC. EL PATRIOTISMO,13570
LA PAZ,LA PAZ,014_LAS LIMAS - ESC. EL PATRIOTISMO,13571
LA PAZ,LA PAZ,003_MATASANO - CEB JUAN MANUEL SUAZO,13540
LA PAZ,LA PAZ,003_MATASANO - CEB JUAN MANUEL SUAZO,13541
LA PAZ,LA PAZ,012_PACHECO - ESC. PRESIDENTE KENNEDY,13565
LA PAZ,LA PAZ,012_PACHECO - ESC. PRESIDENTE KENNEDY,13566
LA PAZ,LA PAZ,012_PACHECO - ESC. PRESIDENTE KENNEDY,13567
LA PAZ,LA PAZ,013_PIEDRA DE MOLER - ESC. RIGOBERTO ACOSTA,13568
LA PAZ,LA PAZ,013_PIEDRA DE MOLER - ESC. RIGOBERTO ACOSTA,13569
LA PAZ,LA PAZ,004_SAN JOSE DEL PLAYON - CEB JOHN F. KENNEDY,13542
LA PAZ,LA PAZ,004_SAN JOSE DEL PLAYON - CEB JOHN F. KENNEDY,13543
LA PAZ,LA PAZ,005_SAN RAFAEL - ESC. JUAN RAMON MEDINA,13544
LA PAZ,LA PAZ,006_TEPANGUARE - CEB FRANCISCO MORAZAN,13545
LA PAZ,LA PAZ,006_TEPANGUARE - CEB FRANCISCO MORAZAN,13546
LA PAZ,LA PAZ,006_TEPANGUARE - CEB FRANCISCO MORAZAN,13547
LA PAZ,LA PAZ,010_TIERRA COLORADA - ESC. 18 DE NOVIEMBRE,13560
LA PAZ,LA PAZ,010_TIERRA COLORADA - ESC. 18 DE NOVIEMBRE,13561
LA PAZ,LA PAZ,008_TIERRA PRIETA - ESC. REPUBLICA DE CHILE,13550
LA PAZ,LA PAZ,008_TIERRA PRIETA - ESC. REPUBLICA DE CHILE,13551
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13552
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13553
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13554
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13555
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13556
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13557
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13558
LA PAZ,LA PAZ,009_YARUMELA - CEB JOSE TRINIDAD REYES,13559
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13483
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13484
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13485
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13486
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13487
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13488
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13489
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13490
LA PAZ,LA PAZ,002_BO LA GRANJA - CEB DIONISIO DE HERRERA,13491
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13522
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13523
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13524
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13525
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13526
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13527
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13528
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13529
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13530
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13531
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13532
LA PAZ,LA PAZ,006_BO. LA CONCEPCION - CEB RAMON ROSA,13533
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13492
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13493
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13494
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13495
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13496
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13497
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13498
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13499
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13500
LA PAZ,LA PAZ,003_BO. LA MERCED - CEB CARLOS A. SANCHEZ,13501
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13502
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13503
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13504
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13505
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13506
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13507
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13508
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13509
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13510
LA PAZ,LA PAZ,004_BO. SAN ANTONIO - CEB DIONISIO DE HERRERA,13511
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13512
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13513
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13514
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13515
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13516
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13517
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13518
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13519
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13520
LA PAZ,LA PAZ,005_BO. SAN JUAN - CEB FRANCISCO VARELA,13521
LA PAZ,LA PAZ,001_COL. MATILDE CORDOVA - INST. LORENZO CERVANTES,13477
LA PAZ,LA PAZ,001_COL. MATILDE CORDOVA - INST. LORENZO CERVANTES,13478
LA PAZ,LA PAZ,001_COL. MATILDE CORDOVA - INST. LORENZO CERVANTES,13479
LA PAZ,LA PAZ,001_COL. MATILDE CORDOVA - INST. LORENZO CERVANTES,13480
LA PAZ,LA PAZ,001_COL. MATILDE CORDOVA - INST. LORENZO CERVANTES,13481
LA PAZ,LA PAZ,001_COL. MATILDE CORDOVA - INST. LORENZO CERVANTES,13482
LA PAZ,LAUTERIQUE,002_EL AMATE - ESC. RAMON VILLEDA MORALES,13660
LA PAZ,LAUTERIQUE,002_EL AMATE - ESC. RAMON VILLEDA MORALES,13661
LA PAZ,LAUTERIQUE,005_EL BARRANCO - ESC. RAMON AMAYA AMADOR,13665
LA PAZ,LAUTERIQUE,006_EL MORAY - ESC. DIONISIO DE HERRERA,13666
LA PAZ,LAUTERIQUE,003_LAS MINITAS - ESC. MANUEL BONILLA,13662
LA PAZ,LAUTERIQUE,003_LAS MINITAS - ESC. MANUEL BONILLA,13663
LA PAZ,LAUTERIQUE,001_LAUTERIQUE - CENTRO COMUNAL,13657
LA PAZ,LAUTERIQUE,001_LAUTERIQUE - CENTRO COMUNAL,13658
LA PAZ,LAUTERIQUE,001_LAUTERIQUE - CENTRO COMUNAL,13659
LA PAZ,LAUTERIQUE,004_OJO DE AGUA - ESC. FRANCISCO MORAZAN,13664
LA PAZ,MARCALA,016_CHUSMUYA - ESC. HECTOR ARGUETA,13730
LA PAZ,MARCALA,003_EL CERRON - CEB MARCELINA BONILLA,13699
LA PAZ,MARCALA,003_EL CERRON - CEB MARCELINA BONILLA,13700
LA PAZ,MARCALA,012_EL PASTAL - CEB PETRONA BONILLA,13719
LA PAZ,MARCALA,012_EL PASTAL - CEB PETRONA BONILLA,13720
LA PAZ,MARCALA,012_EL PASTAL - CEB PETRONA BONILLA,13721
LA PAZ,MARCALA,002_ESTANZUELA - ESC. DIONISIO DE HERRERA,13696
LA PAZ,MARCALA,002_ESTANZUELA - ESC. DIONISIO DE HERRERA,13697
LA PAZ,MARCALA,002_ESTANZUELA - ESC. DIONISIO DE HERRERA,13698
LA PAZ,MARCALA,008_LA FLORIDA - CEB JUAN RAMON MOLINA,13710
LA PAZ,MARCALA,008_LA FLORIDA - CEB JUAN RAMON MOLINA,13711
LA PAZ,MARCALA,008_LA FLORIDA - CEB JUAN RAMON MOLINA,13712
LA PAZ,MARCALA,008_LA FLORIDA - CEB JUAN RAMON MOLINA,13713
LA PAZ,MARCALA,018_LAS FLORES - ESC. HECTOR RIVERA SUAZO,13732
LA PAZ,MARCALA,018_LAS FLORES - ESC. HECTOR RIVERA SUAZO,13733
LA PAZ,MARCALA,009_LOS PLANES - ESC. FRANCISCO MORAZAN,13714
LA PAZ,MARCALA,017_MEZCALITO - ESC. JEREMIAS ARGUETA,13731
LA PAZ,MARCALA,010_MOGOLA - ESC. JUAN LINDO,13715
LA PAZ,MARCALA,010_MOGOLA - ESC. JUAN LINDO,13716
LA PAZ,MARCALA,014_MONTAÑA VERDE - ESC. GRACIAS A DIOS,13726
LA PAZ,MARCALA,014_MONTAÑA VERDE - ESC. GRACIAS A DIOS,13727
LA PAZ,MARCALA,015_MUSULA - ESC. JOSE LEON GAMEZ,13728
LA PAZ,MARCALA,015_MUSULA - ESC. JOSE LEON GAMEZ,13729
LA PAZ,MARCALA,006_SABANETAS - CEB JOSE TRINIDA CABAÑAS,13707
LA PAZ,MARCALA,007_SAN ANTONIO - ESC. ZOILA ESPERANZA URQUIA,13708
LA PAZ,MARCALA,007_SAN ANTONIO - ESC. ZOILA ESPERANZA URQUIA,13709
LA PAZ,MARCALA,004_SAN FRANCISCO - ESC. LAS AMERICAS,13701
LA PAZ,MARCALA,004_SAN FRANCISCO - ESC. LAS AMERICAS,13702
LA PAZ,MARCALA,004_SAN FRANCISCO - ESC. LAS AMERICAS,13703
LA PAZ,MARCALA,011_SANTA CRUZ - ESC. JOSE CECILIO DEL VALLE,13717
LA PAZ,MARCALA,011_SANTA CRUZ - ESC. JOSE CECILIO DEL VALLE,13718
LA PAZ,MARCALA,013_SIGAMANE - ESC. LEMPIRA,13722
LA PAZ,MARCALA,013_SIGAMANE - ESC. LEMPIRA,13723
LA PAZ,MARCALA,013_SIGAMANE - ESC. LEMPIRA,13724
LA PAZ,MARCALA,013_SIGAMANE - ESC. LEMPIRA,13725
LA PAZ,MARCALA,019_SISIGUARA - ESC. ROLANDO MELGHEN B.,13734
LA PAZ,MARCALA,005_VICTORIA - CEB 18 DE NOVIEMBRE,13704
LA PAZ,MARCALA,005_VICTORIA - CEB 18 DE NOVIEMBRE,13705
LA PAZ,MARCALA,005_VICTORIA - CEB 18 DE NOVIEMBRE,13706
LA PAZ,MARCALA,002_BO. CONCEPCION - ESC. URBANA MIXTA REPUBLICA DE HONDURAS,13670
LA PAZ,MARCALA,002_BO. CONCEPCION - ESC. URBANA MIXTA REPUBLICA DE HONDURAS,13671
LA PAZ,MARCALA,002_BO. CONCEPCION - ESC. URBANA MIXTA REPUBLICA DE HONDURAS,13672
LA PAZ,MARCALA,002_BO. CONCEPCION - ESC. URBANA MIXTA REPUBLICA DE HONDURAS,13673
LA PAZ,MARCALA,002_BO. CONCEPCION - ESC. URBANA MIXTA REPUBLICA DE HONDURAS,13674
LA PAZ,MARCALA,002_BO. CONCEPCION - ESC. URBANA MIXTA REPUBLICA DE HONDURAS,13675
LA PAZ,MARCALA,001_BO. SAN JUAN - ESC. ROSALINA SORTO,13667
LA PAZ,MARCALA,001_BO. SAN JUAN - ESC. ROSALINA SORTO,13668
LA PAZ,MARCALA,001_BO. SAN JUAN - ESC. ROSALINA SORTO,13669
LA PAZ,MARCALA,003_BO. SAN MIGUEL - ESC. SOLEDAD DE OSORIO,13676
LA PAZ,MARCALA,003_BO. SAN MIGUEL - ESC. SOLEDAD DE OSORIO,13677
LA PAZ,MARCALA,003_BO. SAN MIGUEL - ESC. SOLEDAD DE OSORIO,13678
LA PAZ,MARCALA,005_BO. SAN RAFAEL - CEB ANDRES AVELINO MARTINEZ ,13679
LA PAZ,MARCALA,005_BO. SAN RAFAEL - CEB ANDRES AVELINO MARTINEZ ,13680
LA PAZ,MARCALA,005_BO. SAN RAFAEL - CEB ANDRES AVELINO MARTINEZ ,13681
LA PAZ,MARCALA,005_BO. SAN RAFAEL - CEB ANDRES AVELINO MARTINEZ ,13682
LA PAZ,MARCALA,005_BO. SAN RAFAEL - CEB ANDRES AVELINO MARTINEZ ,13683
LA PAZ,MARCALA,005_BO. SAN RAFAEL - CEB ANDRES AVELINO MARTINEZ ,13684
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13688
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13689
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13690
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13691
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13692
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13693
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13694
LA PAZ,MARCALA,008_COL. MELGAR CASTRO - ESC. MODESTO RODAS ALVARADO,13695
LA PAZ,MARCALA,007_COL. MODELO - ESC. PARIS ORLANDO DUBON,13685
LA PAZ,MARCALA,007_COL. MODELO - ESC. PARIS ORLANDO DUBON,13686
LA PAZ,MARCALA,007_COL. MODELO - ESC. PARIS ORLANDO DUBON,13687
LA PAZ,MERCEDES DE ORIENTE,002_EL JICARO - ESC. 15 DE SEPTIEMBRE,13737
LA PAZ,MERCEDES DE ORIENTE,002_EL JICARO - ESC. 15 DE SEPTIEMBRE,13738
LA PAZ,MERCEDES DE ORIENTE,001_MERCEDES DE ORIENTE - CEB JOSE CECILIO DEL VALLE,13735
LA PAZ,MERCEDES DE ORIENTE,001_MERCEDES DE ORIENTE - CEB JOSE CECILIO DEL VALLE,13736
LA PAZ,OPATORO,010_CARRIZAL NO. 1 - CEB LUZ DEL FUTURO,13752
LA PAZ,OPATORO,009_EL CEDRO - ESC. FRANCISCO MORAZAN,13751
LA PAZ,OPATORO,002_EL PARAISO - ESC. MARCO AURELIO SOTO,13742
LA PAZ,OPATORO,002_EL PARAISO - ESC. MARCO AURELIO SOTO,13743
LA PAZ,OPATORO,013_EL SAUCE - ESC. RICARDO MARTINEZ,13755
LA PAZ,OPATORO,007_LA FLORIDA - ESC. LEMPIRA,13748
LA PAZ,OPATORO,007_LA FLORIDA - ESC. LEMPIRA,13749
LA PAZ,OPATORO,004_LOS PUENTES - ESC. RICARDO MARTÍNEZ ARGUETA,13744
LA PAZ,OPATORO,001_OPATORO - CEB MINERVA,13739
LA PAZ,OPATORO,001_OPATORO - CEB MINERVA,13740
LA PAZ,OPATORO,001_OPATORO - CEB MINERVA,13741
LA PAZ,OPATORO,015_SAN ANTONIO - ESC. GRACIAS A DIOS,13757
LA PAZ,OPATORO,008_SAN ISIDRO - CEB SIMON BOLIVAR,13750
LA PAZ,OPATORO,012_SAN JOSE - ESC. RAFAEL PINEDA PONCE,13754
LA PAZ,OPATORO,011_SANTA CRUZ - CEB MANUEL BONILLA,13753
LA PAZ,OPATORO,014_SANTA FE - ESC. REPUBLICA DE HONDURAS,13756
LA PAZ,OPATORO,016_SUYAPA O VALLE SECO - ESC. MANUEL ANTONIO MARTINEZ LOPEZ,13758
LA PAZ,OPATORO,006_VALLE DE ANGELES - CEB MARIANO MARTINEZ,13745
LA PAZ,OPATORO,006_VALLE DE ANGELES - CEB MARIANO MARTINEZ,13746
LA PAZ,OPATORO,006_VALLE DE ANGELES - CEB MARIANO MARTINEZ,13747
LA PAZ,SAN ANTONIO DEL NORTE,003_CORRAL FALSO - ESC. LUCIO ROMERO,13764
LA PAZ,SAN ANTONIO DEL NORTE,002_EL PLATANAR - ESC. REPUBLICA DE HONDURAS,13763
LA PAZ,SAN ANTONIO DEL NORTE,006_HATO DEL VIEJO - ESC. RAMON ROSA,13767
LA PAZ,SAN ANTONIO DEL NORTE,004_MATAPALO - ESC. NACIONES UNIDAS,13765
LA PAZ,SAN ANTONIO DEL NORTE,005_PITAHAYAS - ESC. RAMON ROSA,13766
LA PAZ,SAN ANTONIO DEL NORTE,007_RINGLERAS - ESC. EL IDEAL,13768
LA PAZ,SAN ANTONIO DEL NORTE,001_SAN ANTONIO DEL NORTE - ESC. CELESTINO PADILLA,13759
LA PAZ,SAN ANTONIO DEL NORTE,001_SAN ANTONIO DEL NORTE - ESC. CELESTINO PADILLA,13760
LA PAZ,SAN ANTONIO DEL NORTE,001_SAN ANTONIO DEL NORTE - ESC. CELESTINO PADILLA,13761
LA PAZ,SAN ANTONIO DEL NORTE,001_SAN ANTONIO DEL NORTE - ESC. CELESTINO PADILLA,13762
LA PAZ,SAN JOSE,011_BO. EL LIMON - ESC. MIRAFLORES,13791
LA PAZ,SAN JOSE,008_CERRO BUENO - ESC. UNION Y FE,13787
