Departamento,Municipio,Zona,Centro,Acta,PDF Link
ATLANTIDA,LA CEIBA,01,001_BO. LA ISLA - CENTRO EVANGELICO BETHEL,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,001_BO. LA ISLA - CENTRO EVANGELICO BETHEL,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,001_BO. LA ISLA - CENTRO EVANGELICO BETHEL,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,026_COL. LAS MERCEDES - ESC. MARCO ANTONIO PONCE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,028_COL. SUYAPA - CEB RAFAEL  PINEDA PONCE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,028_COL. SUYAPA - CEB RAFAEL  PINEDA PONCE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,031_BO. SIERRA PINA - ESC. LEMPIRA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,035_COL. CASA BLANCA - CEB. EVA BERTOT DE MAZIER,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,036_COL. SAN JUDAS TADEO - CEB CLAUDIO BARRERA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,040_COL. MELGAR CASTRO No. 2 - ESC. POLICARPO PAZ GARCIA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,040_COL. MELGAR CASTRO No. 2 - ESC. POLICARPO PAZ GARCIA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,042_COL. EL DANTO - ESC. JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,042_COL. EL DANTO - ESC. JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,042_COL. EL DANTO - ESC. JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,045_COL. BRISAS DEL NORTE - ESC. JESUS AGUILAR PAZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,045_COL. BRISAS DEL NORTE - ESC. JESUS AGUILAR PAZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,046_COL. CLUB DE LEONES - ESC. RAFAEL BARDALES BUESO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,048_COL. PRIMERO DE MAYO - CEB. ENRIQUE ORTEZ PINEL,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,048_COL. PRIMERO DE MAYO - CEB. ENRIQUE ORTEZ PINEL,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,053_COL. EL CONFITE - CEB JOSE VALENTIN VASQUEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,053_COL. EL CONFITE - CEB JOSE VALENTIN VASQUEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,054_BONITILLO - CEB. MIGUEL PAZ BARAHONA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,054_BONITILLO - CEB. MIGUEL PAZ BARAHONA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,055_COL. IRIAS NAVAS - INST. MARCIO RENE ESPINAL,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,062_COL. LAS DELICIAS I - ESC. REPUBLICA DE ALEMANIA #1,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,062_COL. LAS DELICIAS I - ESC. REPUBLICA DE ALEMANIA #1,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,063_COL. LOMAS DE PALMIRA - ESC. MARGIE DIP,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,011_COL. LOS MAESTROS O 17 DE SEPTIEMBRE - LOCAL COLEGIO DE ABOGADOS,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,011_COL. LOS MAESTROS O 17 DE SEPTIEMBRE - LOCAL COLEGIO DE ABOGADOS,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,016_COL. MIRAMAR - ESC. RAFAELA H. RODRIGUEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,016_COL. MIRAMAR - ESC. RAFAELA H. RODRIGUEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,01,023_BO. BELLA VISTA - CEB JOSE CECIIO DEL VALLE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,003_COROZAL - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,003_COROZAL - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,003_COROZAL - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,004_SATUYE - ESC. CARLOS HARTLING,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,005_EL PERU - ESC. JUAN LINDO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,011_EL BUFALO - ESC. JUSTO RUFINO SPILBURY,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA CEIBA,02,011_EL BUFALO - ESC. JUSTO RUFINO SPILBURY,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,001_EL PORVENIR - ESC. JUAN RAMON MOLINA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,001_EL PORVENIR - ESC. JUAN RAMON MOLINA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,004_EL PINO - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,005_LA UNION - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,005_LA UNION - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,006_MONTE POBRE - ESC. JUAN LINDO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,007_EL GANCHO - ESC. MARGIE DE DIPP,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,011_LA CURVA - ESC. AUGUSTIN GONZALES TRIMINIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,EL PORVENIR,02,012_OROTINA - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ESPARTA,02,006_CEIBITA WAY - CEB RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ESPARTA,02,009_LA LIBERTAD - CEB RAFAEL BARDALES BUESO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ESPARTA,02,018_EL JAZMIN - CEB 2DO DOMINGO DE MAYO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ESPARTA,02,018_EL JAZMIN - CEB 2DO DOMINGO DE MAYO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ESPARTA,02,023_PIEDRAS DE AFILAR - ESC. MARCO AURELIO SOTO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,JUTIAPA,02,012_PIEDRAS AMARILLAS - CEB JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,JUTIAPA,02,031_LA BOMBA - CEB MARCO ANTONIO PONCE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,JUTIAPA,02,037_DANTO  # 3 - ESC. DONALDO ROBERTO REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA MASICA,01,001_BO. NUEVO - INST. GONZALO G. RODRIGUEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA MASICA,02,008_EL ZAPOTE - ESC. SALVADOR HUMBERTO GUEVARA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA MASICA,02,011_TRIPOLI - CEB RAFAEL HELIODORO VALLE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA MASICA,02,013_EL ORO - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,LA MASICA,02,016_MONTENEGRO - CEB POLICARPO BONILLA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,SAN FRANCISCO,02,003_SALADITO - ESC. JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,SAN FRANCISCO,02,004_SANTA ANA - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,SAN FRANCISCO,02,005_LA FRUTERA - CEB ESTEBAN GUARDIOLA ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,005_BO. EL PARAISO - ESC. POLICARPO BONILLA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,009_BO. EL RETIRO - ESC. MARIA A. PAZ DE PRIC,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,009_BO. EL RETIRO - ESC. MARIA A. PAZ DE PRIC,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,010_BO. LEMPIRA - ESC. LEMPIRA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,010_BO. LEMPIRA - ESC. LEMPIRA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,011_BO. MORAZAN - JARDIN DE NIÑOS MARIA C. DE TORRES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,012_BO. SAN JOSE - CEB. ANTONIO JOSE COELLO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,012_BO. SAN JOSE - CEB. ANTONIO JOSE COELLO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,016_BO. HILAND CREEK - ESC. JOHN F. KENNEDY,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,021_COL. CUATRO DE ENERO - CEB. ZENOBIA RODAS DE LEON GOMEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,022_CAMPO ELVIR - ESC. EUGENIA MADRID,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,01,024_PIEDRAS GORDAS - ESC. FERNANDO MARTINEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,003_BUENOS AIRES No. 1 - ESC. JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,003_BUENOS AIRES No. 1 - ESC. JOSE TRINIDAD REYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,005_COL. LOS LAURELES - ESC. ADRIANA DE VALERIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,009_EL CEDRO - ESC. FRANCISCO MORAZAN,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,010_EL DESVIO DEL ZAPOTE MOJIMAN - ESC. PABLO AYES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,011_EL DORADO - ESC. LA TRINIDAD,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,012_EL GUANO - ESC. PABLO ZELAYA SIERRA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,017_KILOMETRO TRECE - ESC. AUGUSTO C. COELLO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,017_KILOMETRO TRECE - ESC. AUGUSTO C. COELLO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,019_LA ESPERANZA - ESC. MANUEL BONILLA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,020_LA FORTUNA - ESC. ROMULO E. DURON,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,024_LAS DELICIAS - ESC. NATIVIDAD MENDOZA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,030_MEZAPA O SANTA ROSA DEL NORTE - ESC. JUAN RAMON MOLINA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,036_PROCON - ESC. LA INSTRUCCION,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,036_PROCON - ESC. LA INSTRUCCION,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,039_SAN ALEJO - CEB. SAN ALEJO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,046_ZOILABE - ESC. LADISLAO ENAMORADO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,057_AGUA BLANCA - ESC. JOSE TRINIDAD CABAÑAS,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,TELA,02,058_LOS COCOS - ESC. 18 DE NOVIEMBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,004_JILAMITO NUEVO - ESC. IBRAHIM GAMERO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,004_JILAMITO NUEVO - ESC. IBRAHIM GAMERO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,005_MEZAPA - ESC. ALFONSO GUILLEN ZELAYA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,006_MEZAPITA - CEB RAFAEL HELIODORO VALLE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,006_MEZAPITA - CEB RAFAEL HELIODORO VALLE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,006_MEZAPITA - CEB RAFAEL HELIODORO VALLE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,009_SAN FRANCISCO DE SACO - CEB JOSE TRINIDAD REYES ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,011_SUYAPA DE LEAN O MATARAS - CEB LUIS LANDA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,014_LA LEONA O KILOMETRO DOCE - ESC. 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
ATLANTIDA,ARIZONA,02,019_EL COCO - ESC. EUGENIO MATUTE CANIZALES,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,216_COL. EL HATILLO - ESC. MIXTA SOTERO BARAHONA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,216_COL. EL HATILLO - ESC. MIXTA SOTERO BARAHONA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,216_COL. EL HATILLO - ESC. MIXTA SOTERO BARAHONA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,228_COL. BOLIVAR - JARDIN DE NIÑOS 10 DE SEPTIEMBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,228_COL. BOLIVAR - JARDIN DE NIÑOS 10 DE SEPTIEMBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,232_BO. EL RINCON - ESC. REPUBLICA DE VENEZUELA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,233_COL. MODESTO RODAS ALVARADO II - ESC.  FUERZAS ARMADAS,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,234_COL. MODESTO RODAS ALVARADO - JARDIN DE NIÑOS MARCELINO PINEDA LOPEZ,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,235_COL. VEINTIUNO DE OCTUBRE - ESC. 21 DE OCTUBRE,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,238_BO. EL BOSQUE - CEB 14 DE JULIO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,248_COL. ALAMEDA - CEB. REPUBLICA DE HONDURAS,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,249_COL. TEPEYAC - OFICINA CENTRAL DEL I.N.A.,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,256_COL. LARA - NASHVILLE SCHOOL TEGUCIGALPA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,257_COL. FRATERNIDAD - ESC. LA FRATERNIDAD,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,257_COL. FRATERNIDAD - ESC. LA FRATERNIDAD,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,264_BO. MORAZAN - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,264_BO. MORAZAN - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,264_BO. MORAZAN - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,264_BO. MORAZAN - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,264_BO. MORAZAN - ESC. RAMON ROSA,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,270_COL. PAYAQUI - INST. SAN MIGUEL SAN JUAN BOSCO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,270_COL. PAYAQUI - INST. SAN MIGUEL SAN JUAN BOSCO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,270_COL. PAYAQUI - INST. SAN MIGUEL SAN JUAN BOSCO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
FRANCISCO MORAZAN,DISTRITO CENTRAL,01,270_COL. PAYAQUI - INST. SAN MIGUEL SAN JUAN BOSCO,[object Object],https://storage.googleapis.com/actas_elecciones_hn2025/actas/[object Object].pdf
